"","name","description","page"
"2923","cjacchus_homolog_chrom_end","White-tufted-ear marmoset chromosome/scaffold end (bp)","homologs"
"2924","cjacchus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2925","cjacchus_homolog_subtype","Last common ancestor with White-tufted-ear marmoset","homologs"
"2926","cjacchus_homolog_orthology_type","White-tufted-ear marmoset homology type","homologs"
"2927","cjacchus_homolog_perc_id","%id. target White-tufted-ear marmoset gene identical to query gene","homologs"
"2928","cjacchus_homolog_perc_id_r1","%id. query gene identical to target White-tufted-ear marmoset gene","homologs"
"2929","cjacchus_homolog_goc_score","White-tufted-ear marmoset Gene-order conservation score","homologs"
"2930","cjacchus_homolog_wga_coverage","White-tufted-ear marmoset Whole-genome alignment coverage","homologs"
"2931","cjacchus_homolog_orthology_confidence","White-tufted-ear marmoset orthology confidence [0 low, 1 high]","homologs"
"2932","bmutus_homolog_ensembl_gene","Wild yak gene stable ID","homologs"
"2933","bmutus_homolog_associated_gene_name","Wild yak gene name","homologs"
"2934","bmutus_homolog_ensembl_peptide","Wild yak protein or transcript stable ID","homologs"
"2935","bmutus_homolog_chromosome","Wild yak chromosome/scaffold name","homologs"
"2936","bmutus_homolog_chrom_start","Wild yak chromosome/scaffold start (bp)","homologs"
"2937","bmutus_homolog_chrom_end","Wild yak chromosome/scaffold end (bp)","homologs"
"2938","bmutus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2939","bmutus_homolog_subtype","Last common ancestor with Wild yak","homologs"
"2940","bmutus_homolog_orthology_type","Wild yak homology type","homologs"
"2941","bmutus_homolog_perc_id","%id. target Wild yak gene identical to query gene","homologs"
"2942","bmutus_homolog_perc_id_r1","%id. query gene identical to target Wild yak gene","homologs"
"2943","bmutus_homolog_goc_score","Wild yak Gene-order conservation score","homologs"
"2944","bmutus_homolog_wga_coverage","Wild yak Whole-genome alignment coverage","homologs"
"2945","bmutus_homolog_orthology_confidence","Wild yak orthology confidence [0 low, 1 high]","homologs"
"2946","chyarkandensis_homolog_ensembl_gene","Yarkand deer gene stable ID","homologs"
"2947","chyarkandensis_homolog_associated_gene_name","Yarkand deer gene name","homologs"
"2948","chyarkandensis_homolog_ensembl_peptide","Yarkand deer protein or transcript stable ID","homologs"
"2949","chyarkandensis_homolog_chromosome","Yarkand deer chromosome/scaffold name","homologs"
"2950","chyarkandensis_homolog_chrom_start","Yarkand deer chromosome/scaffold start (bp)","homologs"
"2951","chyarkandensis_homolog_chrom_end","Yarkand deer chromosome/scaffold end (bp)","homologs"
"2952","chyarkandensis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2953","chyarkandensis_homolog_subtype","Last common ancestor with Yarkand deer","homologs"
"2954","chyarkandensis_homolog_orthology_type","Yarkand deer homology type","homologs"
"2955","chyarkandensis_homolog_perc_id","%id. target Yarkand deer gene identical to query gene","homologs"
"2956","chyarkandensis_homolog_perc_id_r1","%id. query gene identical to target Yarkand deer gene","homologs"
"2957","chyarkandensis_homolog_goc_score","Yarkand deer Gene-order conservation score","homologs"
"2958","chyarkandensis_homolog_wga_coverage","Yarkand deer Whole-genome alignment coverage","homologs"
"2959","chyarkandensis_homolog_orthology_confidence","Yarkand deer orthology confidence [0 low, 1 high]","homologs"
"2960","sldorsalis_homolog_ensembl_gene","Yellowtail amberjack gene stable ID","homologs"
"2961","sldorsalis_homolog_associated_gene_name","Yellowtail amberjack gene name","homologs"
"2962","sldorsalis_homolog_ensembl_peptide","Yellowtail amberjack protein or transcript stable ID","homologs"
"2963","sldorsalis_homolog_chromosome","Yellowtail amberjack chromosome/scaffold name","homologs"
"2964","sldorsalis_homolog_chrom_start","Yellowtail amberjack chromosome/scaffold start (bp)","homologs"
"2965","sldorsalis_homolog_chrom_end","Yellowtail amberjack chromosome/scaffold end (bp)","homologs"
"2966","sldorsalis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2967","sldorsalis_homolog_subtype","Last common ancestor with Yellowtail amberjack","homologs"
"2968","sldorsalis_homolog_orthology_type","Yellowtail amberjack homology type","homologs"
"2969","sldorsalis_homolog_perc_id","%id. target Yellowtail amberjack gene identical to query gene","homologs"
"2970","sldorsalis_homolog_perc_id_r1","%id. query gene identical to target Yellowtail amberjack gene","homologs"
"2971","sldorsalis_homolog_goc_score","Yellowtail amberjack Gene-order conservation score","homologs"
"2972","sldorsalis_homolog_wga_coverage","Yellowtail amberjack Whole-genome alignment coverage","homologs"
"2973","sldorsalis_homolog_orthology_confidence","Yellowtail amberjack orthology confidence [0 low, 1 high]","homologs"
"2974","tguttata_homolog_ensembl_gene","Zebra finch gene stable ID","homologs"
"2975","tguttata_homolog_associated_gene_name","Zebra finch gene name","homologs"
"2976","tguttata_homolog_ensembl_peptide","Zebra finch protein or transcript stable ID","homologs"
"2977","tguttata_homolog_chromosome","Zebra finch chromosome/scaffold name","homologs"
"2978","tguttata_homolog_chrom_start","Zebra finch chromosome/scaffold start (bp)","homologs"
"2979","tguttata_homolog_chrom_end","Zebra finch chromosome/scaffold end (bp)","homologs"
"2980","tguttata_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2981","tguttata_homolog_subtype","Last common ancestor with Zebra finch","homologs"
"2982","tguttata_homolog_orthology_type","Zebra finch homology type","homologs"
"2983","tguttata_homolog_perc_id","%id. target Zebra finch gene identical to query gene","homologs"
"2984","tguttata_homolog_perc_id_r1","%id. query gene identical to target Zebra finch gene","homologs"
"2985","tguttata_homolog_goc_score","Zebra finch Gene-order conservation score","homologs"
"2986","tguttata_homolog_wga_coverage","Zebra finch Whole-genome alignment coverage","homologs"
"2987","tguttata_homolog_orthology_confidence","Zebra finch orthology confidence [0 low, 1 high]","homologs"
"2988","mzebra_homolog_ensembl_gene","Zebra mbuna gene stable ID","homologs"
"2989","mzebra_homolog_associated_gene_name","Zebra mbuna gene name","homologs"
"2990","mzebra_homolog_ensembl_peptide","Zebra mbuna protein or transcript stable ID","homologs"
"2991","mzebra_homolog_chromosome","Zebra mbuna chromosome/scaffold name","homologs"
"2992","mzebra_homolog_chrom_start","Zebra mbuna chromosome/scaffold start (bp)","homologs"
"2993","mzebra_homolog_chrom_end","Zebra mbuna chromosome/scaffold end (bp)","homologs"
"2994","mzebra_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2995","mzebra_homolog_subtype","Last common ancestor with Zebra mbuna","homologs"
"2996","mzebra_homolog_orthology_type","Zebra mbuna homology type","homologs"
"2997","mzebra_homolog_perc_id","%id. target Zebra mbuna gene identical to query gene","homologs"
"2998","mzebra_homolog_perc_id_r1","%id. query gene identical to target Zebra mbuna gene","homologs"
"2999","mzebra_homolog_goc_score","Zebra mbuna Gene-order conservation score","homologs"
"3000","mzebra_homolog_wga_coverage","Zebra mbuna Whole-genome alignment coverage","homologs"
"3001","mzebra_homolog_orthology_confidence","Zebra mbuna orthology confidence [0 low, 1 high]","homologs"
"3002","drerio_homolog_ensembl_gene","Zebrafish gene stable ID","homologs"
"3003","drerio_homolog_associated_gene_name","Zebrafish gene name","homologs"
"3004","drerio_homolog_ensembl_peptide","Zebrafish protein or transcript stable ID","homologs"
"3005","drerio_homolog_chromosome","Zebrafish chromosome/scaffold name","homologs"
"3006","drerio_homolog_chrom_start","Zebrafish chromosome/scaffold start (bp)","homologs"
"3007","drerio_homolog_chrom_end","Zebrafish chromosome/scaffold end (bp)","homologs"
"3008","drerio_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"3009","drerio_homolog_subtype","Last common ancestor with Zebrafish","homologs"
"3010","drerio_homolog_orthology_type","Zebrafish homology type","homologs"
"3011","drerio_homolog_perc_id","%id. target Zebrafish gene identical to query gene","homologs"
"3012","drerio_homolog_perc_id_r1","%id. query gene identical to target Zebrafish gene","homologs"
"3013","drerio_homolog_goc_score","Zebrafish Gene-order conservation score","homologs"
"3014","drerio_homolog_wga_coverage","Zebrafish Whole-genome alignment coverage","homologs"
"3015","drerio_homolog_orthology_confidence","Zebrafish orthology confidence [0 low, 1 high]","homologs"
"3016","marmatus_homolog_ensembl_gene","Zig-zag eel gene stable ID","homologs"
"3017","marmatus_homolog_associated_gene_name","Zig-zag eel gene name","homologs"
"3018","marmatus_homolog_ensembl_peptide","Zig-zag eel protein or transcript stable ID","homologs"
"3019","marmatus_homolog_chromosome","Zig-zag eel chromosome/scaffold name","homologs"
"3020","marmatus_homolog_chrom_start","Zig-zag eel chromosome/scaffold start (bp)","homologs"
"3021","marmatus_homolog_chrom_end","Zig-zag eel chromosome/scaffold end (bp)","homologs"
"3022","marmatus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"3023","marmatus_homolog_subtype","Last common ancestor with Zig-zag eel","homologs"
"3024","marmatus_homolog_orthology_type","Zig-zag eel homology type","homologs"
"3025","marmatus_homolog_perc_id","%id. target Zig-zag eel gene identical to query gene","homologs"
"3026","marmatus_homolog_perc_id_r1","%id. query gene identical to target Zig-zag eel gene","homologs"
"3027","marmatus_homolog_goc_score","Zig-zag eel Gene-order conservation score","homologs"
"3028","marmatus_homolog_orthology_confidence","Zig-zag eel orthology confidence [0 low, 1 high]","homologs"
"3029","hsapiens_paralog_ensembl_gene","Human paralogue gene stable ID","homologs"
"3030","hsapiens_paralog_associated_gene_name","Human paralogue associated gene name","homologs"
"3031","hsapiens_paralog_ensembl_peptide","Human paralogue protein or transcript ID","homologs"
"3032","hsapiens_paralog_chromosome","Human paralogue chromosome/scaffold name","homologs"
"3033","hsapiens_paralog_chrom_start","Human paralogue chromosome/scaffold start (bp)","homologs"
"3034","hsapiens_paralog_chrom_end","Human paralogue chromosome/scaffold end (bp)","homologs"
"3035","hsapiens_paralog_canonical_transcript_protein","Paralogue query protein or transcript ID","homologs"
"3036","hsapiens_paralog_subtype","Paralogue last common ancestor with Human","homologs"
"3037","hsapiens_paralog_orthology_type","Human paralogue homology type","homologs"
"3038","hsapiens_paralog_perc_id","Paralogue %id. target Human gene identical to query gene","homologs"
"3039","hsapiens_paralog_perc_id_r1","Paralogue %id. query gene identical to target Human gene","homologs"
"3040","ensembl_gene_id","Gene stable ID","snp"
"3041","ensembl_gene_id_version","Gene stable ID version","snp"
"3042","version","Version (gene)","snp"
"3043","ensembl_transcript_id","Transcript stable ID","snp"
"3044","ensembl_transcript_id_version","Transcript stable ID version","snp"
"3045","transcript_version","Version (transcript)","snp"
"3046","ensembl_peptide_id","Protein stable ID","snp"
"3047","ensembl_peptide_id_version","Protein stable ID version","snp"
"3048","peptide_version","Version (protein)","snp"
"3049","chromosome_name","Chromosome/scaffold name","snp"
"3050","start_position","Gene start (bp)","snp"
"3051","end_position","Gene end (bp)","snp"
"3052","strand","Strand","snp"
"3053","band","Karyotype band","snp"
"3054","external_gene_name","Gene name","snp"
"3055","external_gene_source","Source of gene name","snp"
"3056","transcript_count","Transcript count","snp"
"3057","percentage_gene_gc_content","Gene % GC content","snp"
"3058","description","Gene description","snp"
"3059","variation_name","Variant name","snp"
"3060","germ_line_variation_source","Variant source","snp"
"3061","source_description","Variant source description","snp"
"3062","allele","Variant alleles","snp"
"3063","validated","Variant supporting evidence","snp"
"3064","mapweight","Mapweight","snp"
"3065","minor_allele","Minor allele","snp"
"3066","minor_allele_freq","Minor allele frequency","snp"
"3067","minor_allele_count","Minor allele count","snp"
"3068","clinical_significance","Clinical significance","snp"
"3069","transcript_location","Transcript location (bp)","snp"
"3070","snp_chromosome_strand","Variant chromosome Strand","snp"
"3071","peptide_location","Protein location (aa)","snp"
"3072","chromosome_start","chromosome/scaffold position start (bp)","snp"
"3073","chromosome_end","Chromosome/scaffold position end (bp)","snp"
"3074","polyphen_prediction_2076","PolyPhen prediction","snp"
"3075","polyphen_score_2076","PolyPhen score","snp"
"3076","sift_prediction_2076","SIFT prediction","snp"
"3077","sift_score_2076","SIFT score","snp"
"3078","distance_to_transcript_2076","Distance to transcript","snp"
"3079","cds_start_2076","CDS start","snp"
"3080","cds_end_2076","CDS end","snp"
"3081","peptide_shift","Protein allele","snp"
"3082","synonymous_status","Variant consequence","snp"
"3083","allele_string_2076","Consequence specific allele","snp"
"3084","transcript_exon_intron","Unspliced (Transcript)","sequences"
"3085","gene_exon_intron","Unspliced (Gene)","sequences"
"3086","transcript_flank","Flank (Transcript)","sequences"
"3087","gene_flank","Flank (Gene)","sequences"
"3088","coding_transcript_flank","Flank-coding region (Transcript)","sequences"
"3089","coding_gene_flank","Flank-coding region (Gene)","sequences"
"3090","5utr","5' UTR","sequences"
"3091","3utr","3' UTR","sequences"
"3092","gene_exon","Exon sequences","sequences"
"3093","cdna","cDNA sequences","sequences"
"3094","coding","Coding sequence","sequences"
"3095","peptide","Peptide","sequences"
"3096","upstream_flank","upstream_flank","sequences"
"3097","downstream_flank","downstream_flank","sequences"
"3098","ensembl_gene_id","Gene stable ID","sequences"
"3099","ensembl_gene_id_version","Gene stable ID version","sequences"
"3100","description","Gene description","sequences"
"3101","external_gene_name","Gene name","sequences"
