"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"6267","chr1",28052524,28052544,21,"*","chr1_r_c130[k=2][m=2]",2,"-","Intron (ENST00000373871.8/2140, intron 2 of 17)",1,27973468,28058087,84620,2,"2140","ENST00000373864.5",5543
"6268","chr1",30869462,30869482,21,"*","chr1_r_c144[k=2][m=2]",2,"-","3' UTR",1,30869467,30878740,9274,2,"9672","ENST00000336798.11",9258
"6269","chr13",100644794,100644814,21,"*","chr13_r_c208[k=2][m=2]",2,"-","Promoter (2-3kb)",13,100625453,100642311,16859,2,"84899","ENST00000462211.5",-2483
"6270","chr13",110640184,110640204,21,"*","chr13_f_c196[k=2][m=2]",2,"+","Downstream (<=300bp)",13,110641584,110644681,3098,2,"79587","ENST00000542774.5",4477
"6271","chr13",110902235,110902255,21,"*","chr13_r_c221[k=2][m=2]",2,"-","Promoter (1-2kb)",13,110893028,110900739,7712,2,"55608","ENST00000475809.1",-1496
"6272","chr13",113464518,113464538,21,"*","chr13_r_c230[k=2][m=2]",2,"-","Promoter (1-2kb)",13,113461055,113463088,2034,2,"55208","ENST00000491647.1",-1430
"6273","chr13",23875103,23875123,21,"*","chr13_r_c21[k=2][m=2]",2,"-","Intron (ENST00000382172.4/4285, intron 4 of 18)",13,23842270,23870195,27926,2,"4285","ENST00000494139.1",-4908
"6274","chr1",32648770,32648790,21,"*","chr1_r_c169[k=2][m=2]",2,"-","Promoter (1-2kb)",1,32621830,32650525,28696,2,"339487","ENST00000373501.6",1735
"6275","chr13",29850181,29850201,21,"*","chr13_r_c40[k=2][m=2]",2,"-","Promoter (<=1kb)",13,29764371,29850617,86247,2,"5412","ENST00000380680.5",416
"6276","chr13",41337493,41337513,21,"*","chr13_f_c40[k=2][m=2]",2,"+","Intron (ENST00000379406.8/79612, intron 9 of 19)",13,41327857,41336687,8831,1,"79612","ENST00000483215.1",9636
"6277","chr13",42397468,42397488,21,"*","chr13_f_c47[k=2][m=2]",2,"+","Intron (ENST00000637462.1/105370177, intron 4 of 7)",13,42424892,42485956,61065,1,"105370177","ENST00000637043.1",-27404
"6278","chr13",61949698,61949718,21,"*","chr13_r_c129[k=2][m=2]",2,"-","Distal Intergenic",13,62003525,62029548,26024,2,"100874143","ENST00000432697.2",79830
"6279","chr13",67069380,67069400,21,"*","chr13_f_c83[k=2][m=2]",2,"+","Intron (ENST00000377865.7/5101, intron 2 of 4)",13,66990886,67002007,11122,1,"100874087","ENST00000456459.1",78494
"6280","chr13",92220596,92220616,21,"*","chr13_f_c109[k=2][m=2]",2,"+","Intron (ENST00000377067.9/2262, intron 7 of 7)",13,92339794,92340603,810,2,"100873970","ENST00000417589.1",119987
"6281","chr13",98770446,98770466,21,"*","chr13_f_c158[k=2][m=2]",2,"+","Distal Intergenic",13,98683801,98752672,68872,2,"6564","ENST00000376503.10",-17774
"6282","chr14",100149412,100149432,21,"*","chr14_r_c209[k=2][m=2]",2,"-","Exon (ENST00000305631.7/123099, exon 2 of 3)",14,100148985,100155717,6733,2,"123099","ENST00000557117.1",6285
"6283","chr14",101991800,101991820,21,"*","chr14_f_c267[k=2][m=2]",2,"+","Intron (ENST00000680001.1/1778, intron 11 of 23)",14,101986414,101989605,3192,1,"1778","ENST00000681321.1",5386
"6284","chr14",102899851,102899871,21,"*","chr14_f_c282[k=2][m=2]",2,"+","Intron (ENST00000392745.8/7187, intron 10 of 11)",14,102922663,102930842,8180,1,"81693","ENST00000299155.10",-22792
"6285","chr14",104119720,104119740,21,"*","chr14_r_c227[k=2][m=2]",2,"-","Promoter (2-3kb)",14,104117418,104117503,86,2,"100616173","ENST00000636080.1",-2217
"6286","chr14",28479831,28479851,21,"*","chr14_r_c27[k=2][m=2]",2,"-","Distal Intergenic",14,28592223,28613623,21401,2,"105370422","ENST00000549742.1",133772
"6287","chr14",33908382,33908402,21,"*","chr14_f_c40[k=2][m=2]",2,"+","Distal Intergenic",14,33925511,33931336,5826,2,"112399","ENST00000556785.1",22934
"6288","chr1",45219148,45219168,21,"*","chr1_f_c209[k=2][m=2]",2,"+","Intron (ENST00000464588.1/57643, intron 2 of 2)",1,45016399,45206605,190207,2,"57643","ENST00000359600.6",-12543
"6289","chr14",64313594,64313614,21,"*","chr14_r_c117[k=2][m=2]",2,"-","Intron (ENST00000554572.5/2100, intron 2 of 13)",14,64227035,64294410,67376,2,"2100","ENST00000353772.7",-19184
"6290","chr14",68787955,68787975,21,"*","chr14_r_c126[k=2][m=2]",2,"-","3' UTR",14,68787660,68791243,3584,2,"677","ENST00000555997.1",3268
"6291","chr14",69398984,69399004,21,"*","chr14_f_c166[k=2][m=2]",2,"+","Promoter (<=1kb)",14,69398738,69462381,63644,1,"55334","ENST00000555840.5",246
"6292","chr14",70484425,70484445,21,"*","chr14_r_c134[k=2][m=2]",2,"-","Promoter (<=1kb)",14,70453541,70483775,30235,2,"317760","ENST00000649019.1",-650
"6293","chr14",75236746,75236766,21,"*","chr14_f_c205[k=2][m=2]",2,"+","Distal Intergenic",14,75278826,75280374,1549,1,"2353","ENST00000554617.1",-42060
"6294","chr14",83265981,83266001,21,"*","chr14_f_c225[k=2][m=2]",2,"+","Distal Intergenic",14,83018201,83039602,21402,2,"105370600","ENST00000557709.1",-226379
"6295","chr14",91545301,91545321,21,"*","chr14_r_c177[k=2][m=2]",2,"-","Distal Intergenic",14,91482040,91510554,28515,2,"55671","ENST00000557018.5",-34747
"6296","chr14",94803937,94803957,21,"*","chr14_r_c196[k=2][m=2]",2,"-","Distal Intergenic",14,94768223,94770113,1891,2,"145258","ENST00000238558.5",-33824
"6297","chr14",99463258,99463278,21,"*","chr14_r_c205[k=2][m=2]",2,"-","Intron (ENST00000331768.10/84193, intron 3 of 12)",14,99458299,99478769,20471,2,"84193","ENST00000453938.1",15491
"6298","chr15",100024792,100024812,21,"*","chr15_r_c253[k=2][m=2]",2,"-","Intron (ENST00000268070.9/170691, intron 18 of 21)",15,99976481,99980774,4294,1,"105371022","ENST00000559400.1",48311
"6299","chr15",100103589,100103609,21,"*","chr15_r_c254[k=2][m=2]",2,"-","Intron (ENST00000268070.9/170691, intron 14 of 21)",15,99976481,99980774,4294,1,"105371022","ENST00000559400.1",127108
"6300","chr15",26655748,26655768,21,"*","chr15_f_c10[k=2][m=2]",2,"+","Intron (ENST00000628124.2/2562, intron 1 of 6)",15,26543665,26666671,123007,2,"2562","ENST00000635832.1",10903
"6301","chr15",27821579,27821599,21,"*","chr15_r_c16[k=2][m=2]",2,"-","Intron (ENST00000353809.9/4948, intron 22 of 22)",15,28018412,28099293,80882,2,"4948","ENST00000431101.1",277694
"6302","chr15",29816386,29816406,21,"*","chr15_r_c30[k=2][m=2]",2,"-","Intron (ENST00000346128.10/7082, intron 1 of 27)",15,29700152,29821548,121397,2,"7082","ENST00000400011.6",5142
"6303","chr15",40899014,40899034,21,"*","chr15_f_c27[k=2][m=2]",2,"+","Intron (ENST00000220509.10/57617, intron 3 of 4)",15,40894467,40902861,8395,1,"57617","ENST00000558474.1",4547
"6304","chr15",41659588,41659608,21,"*","chr15_f_c33[k=2][m=2]",2,"+","Promoter (<=1kb)",15,41660397,41769941,109545,1,"23269","ENST00000219905.12",-789
"6305","chr15",44535592,44535612,21,"*","chr15_r_c71[k=2][m=2]",2,"-","Promoter (<=1kb)",15,44535089,44535943,855,2,"645212","ENST00000558323.1",331
"6306","chr15",44546574,44546594,21,"*","chr15_f_c51[k=2][m=2]",2,"+","Intron (ENST00000424492.7/8669, intron 2 of 5)",15,44550683,44554574,3892,1,"8669","ENST00000558227.1",-4089
"6307","chr15",44697283,44697303,21,"*","chr15_r_c74[k=2][m=2]",2,"-","Intron (ENST00000682850.1/197135, intron 3 of 17)",15,44674763,44711316,36554,2,"197135","ENST00000558573.1",14013
"6308","chr15",49154577,49154597,21,"*","chr15_r_c87[k=2][m=2]",2,"-","Promoter (<=1kb)",15,49134033,49155590,21558,2,"9318","ENST00000558843.5",993
"6309","chr15",64487575,64487595,21,"*","chr15_f_c103[k=2][m=2]",2,"+","Intron (ENST00000416172.1/23060, intron 1 of 1)",15,64499292,64686068,186777,1,"23060","ENST00000326648.4",-11697
"6310","chr15",68138185,68138205,21,"*","chr15_f_c141[k=2][m=2]",2,"+","Intron (ENST00000564915.5/8554, intron 3 of 4)",15,68146662,68153961,7300,1,"8554","ENST00000564009.1",-8457
"6311","chr1",5702173,5702193,21,"*","chr1_r_c21[k=2][m=2]",2,"-","Distal Intergenic",1,5862672,5862741,70,2,"100616421","ENST00000582517.1",160548
"6312","chr15",70710732,70710752,21,"*","chr15_f_c151[k=2][m=2]",2,"+","Intron (ENST00000322954.11/55075, intron 1 of 18)",15,70684357,70703275,18919,2,"55075","ENST00000560167.1",-7457
"6313","chr15",71859813,71859833,21,"*","chr15_f_c166[k=2][m=2]",2,"+","Intron (ENST00000356056.10/4649, intron 33 of 41)",15,71826049,71854412,28364,2,"4649","ENST00000568042.5",-5401
"6314","chr15",73914912,73914932,21,"*","chr15_r_c198[k=2][m=2]",2,"-","Intron (ENST00000565689.5/100287616, intron 2 of 3)",15,73908071,73919870,11800,2,"100287616","ENST00000565689.5",4938
"6315","chr15",79576752,79576772,21,"*","chr15_r_c220[k=2][m=2]",2,"-","Distal Intergenic",15,79456096,79471144,15049,1,"23251","ENST00000559272.1",120656
"6316","chr15",80974966,80974986,21,"*","chr15_r_c226[k=2][m=2]",2,"-","Intron (ENST00000619987.4/23184, intron 3 of 4)",15,80948502,80978813,30312,2,"23184","ENST00000560244.5",3827
"6317","chr1",58405103,58405123,21,"*","chr1_r_c289[k=2][m=2]",2,"-","Intron (ENST00000485760.5/1600, intron 3 of 20)",1,58462552,58506199,43648,2,"115209","ENST00000460671.1",101076
"6318","chr16",13929669,13929689,21,"*","chr16_r_c82[k=2][m=2]",2,"-","Promoter (2-3kb)",16,13927450,13930878,3429,1,"2072","ENST00000574781.1",2219
"6319","chr16",14435790,14435810,21,"*","chr16_r_c83[k=2][m=2]",2,"-","3' UTR",16,14363109,14370266,7158,2,"105447648","ENST00000566054.1",-65524
"6320","chr16",17620475,17620495,21,"*","chr16_f_c118[k=2][m=2]",2,"+","Distal Intergenic",16,17101769,17470960,369192,2,"64131","ENST00000261381.7",-149515
"6321","chr16",2005036,2005056,21,"*","chr16_r_c18[k=2][m=2]",2,"-","Promoter (2-3kb)",16,2000010,2002345,2336,2,"90850","ENST00000567625.1",-2691
"6322","chr16",212290,212310,21,"*","chr16_r_c5[k=2][m=2]",2,"-","Promoter (2-3kb)",16,189098,209773,20676,2,"55692","ENST00000464711.5",-2517
"6323","chr16",23679849,23679869,21,"*","chr16_f_c142[k=2][m=2]",2,"+","Promoter (<=1kb)",16,23679732,23683948,4217,1,"5347","ENST00000568568.1",117
"6324","chr16",24775133,24775153,21,"*","chr16_f_c145[k=2][m=2]",2,"+","Promoter (2-3kb)",16,24777248,24826227,48980,1,"27327","ENST00000491718.5",-2095
"6325","chr1",6248854,6248874,21,"*","chr1_r_c23[k=2][m=2]",2,"-","3' UTR",1,6244179,6245578,1400,1,"390992","ENST00000377898.4",4675
"6326","chr16",25154527,25154547,21,"*","chr16_r_c120[k=2][m=2]",2,"-","Promoter (2-3kb)",16,25151531,25178045,26515,1,"51451","ENST00000572869.1",2996
"6327","chr16",2761432,2761452,21,"*","chr16_f_c65[k=2][m=2]",2,"+","Promoter (1-2kb)",16,2760033,2762211,2179,1,"23524","ENST00000572952.1",1399
"6328","chr16",30717260,30717280,21,"*","chr16_f_c178[k=2][m=2]",2,"+","Intron (ENST00000262518.9/10847, intron 18 of 33)",16,30710537,30710665,129,1,"677813","ENST00000384028.1",6723
"6329","chr16",3736123,3736143,21,"*","chr16_r_c38[k=2][m=2]",2,"-","Promoter (<=1kb)",16,3731908,3736999,5092,2,"1387","ENST00000571763.5",856
"6330","chr16",53116463,53116483,21,"*","chr16_f_c224[k=2][m=2]",2,"+","Intron (ENST00000447540.6/80205, intron 1 of 38)",16,53130921,53327451,196531,1,"80205","ENST00000564845.5",-14438
"6331","chr16",68327548,68327568,21,"*","chr16_f_c256[k=2][m=2]",2,"+","Promoter (2-3kb)",16,68324699,68328510,3812,1,"54496","ENST00000563443.1",2849
"6332","chr16",72467382,72467402,21,"*","chr16_r_c216[k=2][m=2]",2,"-","Intron (ENST00000624327.1/ENST00000624327.1, intron 1 of 1)",16,72479751,72627686,147936,2,"101927957","ENST00000563770.5",160284
"6333","chr16",72785600,72785620,21,"*","chr16_f_c295[k=2][m=2]",2,"+","3' UTR",16,72829509,72889834,60326,2,"463","ENST00000563625.1",104214
"6334","chr16",76605130,76605150,21,"*","chr16_f_c302[k=2][m=2]",2,"+","Intron (ENST00000655556.1/85445, intron 23 of 24)",16,76634998,76658478,23481,1,"101928203","ENST00000512279.1",-29848
"6335","chr16",78511107,78511127,21,"*","chr16_f_c308[k=2][m=2]",2,"+","Intron (ENST00000627394.3/51741, intron 8 of 9)",16,78424871,78432752,7882,1,"51741","ENST00000620008.1",86236
"6336","chr16",84667113,84667133,21,"*","chr16_f_c331[k=2][m=2]",2,"+","3' UTR",16,84659539,84667686,8148,1,"79786","ENST00000325279.4",7574
"6337","chr16",85560536,85560556,21,"*","chr16_f_c349[k=2][m=2]",2,"+","Intron (ENST00000637419.1/23199, intron 2 of 2)",16,85555967,85654346,98380,1,"23199","ENST00000635906.1",4569
"6338","chr16",85590583,85590603,21,"*","chr16_f_c358[k=2][m=2]",2,"+","Intron (ENST00000637419.1/23199, intron 2 of 2)",16,85611409,85673354,61946,1,"23199","ENST00000405402.6",-20806
"6339","chr16",85730800,85730820,21,"*","chr16_r_c257[k=2][m=2]",2,"-","Intron (ENST00000602758.1/404550, intron 1 of 1)",16,85741621,85741700,80,2,"100302261","ENST00000636955.1",10880
"6340","chr16",85733291,85733311,21,"*","chr16_r_c258[k=2][m=2]",2,"-","Intron (ENST00000602758.1/404550, intron 1 of 1)",16,85741621,85741700,80,2,"100302261","ENST00000636955.1",8389
"6341","chr16",89914491,89914511,21,"*","chr16_f_c403[k=2][m=2]",2,"+","5' UTR",16,89910293,89911379,1087,1,"22980","ENST00000565860.1",4198
"6342","chr17",14210576,14210596,21,"*","chr17_f_c51[k=2][m=2]",2,"+","Intron (ENST00000670279.1/1352, intron 8 of 10)",17,14235673,14236862,1190,2,"146822","ENST00000420162.7",26266
"6343","chr17",32202500,32202520,21,"*","chr17_f_c133[k=2][m=2]",2,"+","Promoter (<=1kb)",17,32202824,32211195,8372,1,"55288","ENST00000582602.5",-304
"6344","chr17",32218314,32218334,21,"*","chr17_f_c134[k=2][m=2]",2,"+","Intron (ENST00000333942.10/55288, intron 18 of 18)",17,32211116,32225727,14612,1,"55288","ENST00000646284.1",7198
"6345","chr17",32469604,32469624,21,"*","chr17_f_c136[k=2][m=2]",2,"+","Promoter (<=1kb)",17,32469072,32479282,10211,1,"5717","ENST00000584340.1",532
"6346","chr17",32475124,32475144,21,"*","chr17_f_c137[k=2][m=2]",2,"+","Promoter (1-2kb)",17,32476680,32481024,4345,1,"5717","ENST00000493026.2",-1536
"6347","chr17",46713700,46713720,21,"*","chr17_f_c210[k=2][m=2]",2,"+","Promoter (<=1kb)",17,46713149,46751583,38435,1,"4905","ENST00000576346.5",551
"6348","chr17",48050884,48050904,21,"*","chr17_f_c227[k=2][m=2]",2,"+","Promoter (1-2kb)",17,48049132,48051129,1998,1,"4779","ENST00000581441.1",1752
"6349","chr17",50106789,50106809,21,"*","chr17_f_c237[k=2][m=2]",2,"+","Promoter (<=1kb)",17,50106441,50108194,1754,1,"5164","ENST00000503076.1",348
"6350","chr17",57428664,57428684,21,"*","chr17_f_c269[k=2][m=2]",2,"+","Intron (ENST00000416426.6/124540, intron 6 of 13)",17,57440690,57675059,234370,1,"124540","ENST00000579505.5",-12006
"6351","chr17",59655871,59655891,21,"*","chr17_f_c283[k=2][m=2]",2,"+","Promoter (<=1kb)",17,59655961,59663992,8032,1,"1213","ENST00000483176.2",-70
"6352","chr17",64576894,64576914,21,"*","chr17_r_c310[k=2][m=2]",2,"-","Intron (ENST00000262435.14/64750, intron 9 of 18)",17,64557641,64563165,5525,2,"64750","ENST00000580072.5",-13729
"6353","chr17",7504075,7504095,21,"*","chr17_f_c28[k=2][m=2]",2,"+","Promoter (<=1kb)",17,7503401,7503956,556,1,"5430","ENST00000574158.1",674
"6354","chr17",77289566,77289586,21,"*","chr17_f_c380[k=2][m=2]",2,"+","Promoter (1-2kb)",17,77287949,77402200,114252,1,"10801","ENST00000587237.1",1617
"6355","chr17",81853829,81853849,21,"*","chr17_r_c409[k=2][m=2]",2,"-","Promoter (1-2kb)",17,81846360,81855451,9092,2,"5034","ENST00000478034.5",1602
"6356","chr18",39205164,39205184,21,"*","chr18_r_c65[k=2][m=2]",2,"-","Distal Intergenic",18,39314240,39328008,13769,1,"101927879","ENST00000635791.1",-109056
"6357","chr18",59903632,59903652,21,"*","chr18_f_c131[k=2][m=2]",2,"+","3' UTR",18,59900036,59902963,2928,1,"5366","ENST00000590596.1",3596
"6358","chr18",72882459,72882479,21,"*","chr18_f_c150[k=2][m=2]",2,"+","Distal Intergenic",18,72877444,72881355,3912,1,"100505797","ENST00000664848.1",5015
"6359","chr18",7570780,7570800,21,"*","chr18_r_c9[k=2][m=2]",2,"-","Intron (ENST00000332175.12/5797, intron 1 of 30)",18,7567316,8406856,839541,1,"5797","ENST00000580170.6",3464
"6360","chr1",90927798,90927818,21,"*","chr1_r_c362[k=2][m=2]",2,"-","Intron (ENST00000370440.5/84146, intron 4 of 5)",1,90916490,90935528,19039,2,"84146","ENST00000479798.1",7710
"6361","chr19",17339756,17339776,21,"*","chr19_r_c120[k=2][m=2]",2,"-","Promoter (<=1kb)",19,17339389,17341631,2243,1,"84705","ENST00000596125.1",367
"6362","chr19",20346354,20346374,21,"*","chr19_f_c167[k=2][m=2]",2,"+","Intron (ENST00000542380.5/664701, intron 2 of 2)",19,20125419,20321305,195887,2,"105372310","ENST00000593655.5",-25049
"6363","chr19",22115887,22115907,21,"*","chr19_r_c130[k=2][m=2]",2,"-","Distal Intergenic",19,22052536,22088405,35870,1,"113835","ENST00000600162.1",63351
"6364","chr19",33334607,33334627,21,"*","chr19_r_c144[k=2][m=2]",2,"-","Distal Intergenic",19,33302857,33305054,2198,1,"80054","ENST00000592982.2",31750
"6365","chr19",3466255,3466275,21,"*","chr19_f_c43[k=2][m=2]",2,"+","3' UTR",19,3474407,3478488,4082,2,"284422","ENST00000591708.1",12213
"6366","chr1",93486164,93486184,21,"*","chr1_r_c370[k=2][m=2]",2,"-","Intron (ENST00000271234.13/54874, intron 1 of 16)",1,93448282,93554661,106380,1,"54874","ENST00000370253.6",37882
"6367","chr19",36141428,36141448,21,"*","chr19_f_c219[k=2][m=2]",2,"+","Promoter (<=1kb)",19,36141303,36146228,4926,1,"826","ENST00000592354.5",125
"6368","chr19",36430789,36430809,21,"*","chr19_r_c153[k=2][m=2]",2,"-","Distal Intergenic",19,36421536,36422534,999,1,"644189","ENST00000589470.1",9253
"6369","chr19",40934787,40934807,21,"*","chr19_f_c256[k=2][m=2]",2,"+","Intron (ENST00000593298.5/1556, intron 1 of 3)",19,40941423,40944988,3566,1,"1556","ENST00000602646.1",-6616
"6370","chr19",43590343,43590363,21,"*","chr19_r_c191[k=2][m=2]",2,"-","Promoter (2-3kb)",19,43554692,43593036,38345,2,"7515","ENST00000594374.1",2673
"6371","chr19",48979379,48979399,21,"*","chr19_r_c226[k=2][m=2]",2,"-","Promoter (1-2kb)",19,48970944,48978233,7290,2,"2997","ENST00000496048.1",-1146
"6372","chr19",49099704,49099724,21,"*","chr19_f_c324[k=2][m=2]",2,"+","Promoter (2-3kb)",19,49102411,49108602,6192,1,"6625","ENST00000544278.2",-2687
"6373","chr19",49489983,49490003,21,"*","chr19_f_c332[k=2][m=2]",2,"+","Promoter (<=1kb)",19,49489965,49490048,84,1,"26819","ENST00000364805.1",18
"6374","chr19",54461967,54461987,21,"*","chr19_f_c360[k=2][m=2]",2,"+","Promoter (1-2kb)",19,54461732,54463778,2047,2,"94059","ENST00000611161.2",1791
"6375","chr19",6447559,6447579,21,"*","chr19_r_c73[k=2][m=2]",2,"-","Intron (ENST00000598704.5/79085, intron 1 of 3)",19,6436421,6444279,7859,2,"79085","ENST00000601760.1",-3280
"6376","chr1",97550893,97550913,21,"*","chr1_f_c345[k=2][m=2]",2,"+","Intron (ENST00000370192.8/1806, intron 11 of 22)",1,97691207,97721654,30448,2,"1806","ENST00000474241.1",170741
"6377","chr20",34451653,34451673,21,"*","chr20_f_c82[k=2][m=2]",2,"+","Intron (ENST00000374864.10/83737, intron 12 of 24)",20,34445361,34481176,35816,1,"83737","ENST00000483727.5",6292
"6378","chr20",34651536,34651556,21,"*","chr20_r_c77[k=2][m=2]",2,"-","Intron (ENST00000217446.8/128869, intron 2 of 11)",20,34579019,34634703,55685,2,"128869","ENST00000480175.1",-16833
"6379","chr20",34820680,34820700,21,"*","chr20_r_c78[k=2][m=2]",2,"-","Promoter (<=1kb)",20,34714774,34821639,106866,2,"23054","ENST00000374796.6",939
"6380","chr20",34823222,34823242,21,"*","chr20_r_c79[k=2][m=2]",2,"-","Promoter (1-2kb)",20,34714774,34821639,106866,2,"23054","ENST00000374796.6",-1583
"6381","chr20",34851850,34851870,21,"*","chr20_r_c80[k=2][m=2]",2,"-","Promoter (<=1kb)",20,34850027,34852272,2246,2,"2686","ENST00000470952.2",402
"6382","chr20",36229640,36229660,21,"*","chr20_f_c99[k=2][m=2]",2,"+","3' UTR",20,36236131,36256921,20791,1,"25980","ENST00000680639.1",-6471
"6383","chr20",40597252,40597272,21,"*","chr20_r_c111[k=2][m=2]",2,"-","Distal Intergenic",20,40685848,40689236,3389,2,"9935","ENST00000373313.3",91964
"6384","chr20",44937303,44937323,21,"*","chr20_f_c143[k=2][m=2]",2,"+","Promoter (<=1kb)",20,44937843,44939317,1475,1,"80336","ENST00000482486.1",-520
"6385","chr20",49699404,49699424,21,"*","chr20_r_c143[k=2][m=2]",2,"-","Intron (ENST00000371711.4/9334, intron 1 of 8)",20,49632945,49713878,80934,2,"9334","ENST00000371711.4",14454
"6386","chr20",62320485,62320505,21,"*","chr20_r_c180[k=2][m=2]",2,"-","Promoter (1-2kb)",20,62318535,62319112,578,2,"3911","ENST00000481120.1",-1373
"6387","chr20",631679,631699,21,"*","chr20_r_c2[k=2][m=2]",2,"-","Distal Intergenic",20,604257,610309,6053,2,"6939","ENST00000246080.4",-21370
"6388","chr20",63849789,63849809,21,"*","chr20_r_c190[k=2][m=2]",2,"-","Distal Intergenic",20,63861498,63862988,1491,1,"140701","ENST00000369916.5",-11689
"6389","chr20",8762163,8762183,21,"*","chr20_f_c17[k=2][m=2]",2,"+","Promoter (2-3kb)",20,8765169,8792771,27603,1,"23236","ENST00000628239.2",-2986
"6390","chr2",104066678,104066698,21,"*","chr2_r_c286[k=2][m=2]",2,"-","Intron (ENST00000537492.5/107985928, intron 2 of 3)",2,104053502,104059256,5755,1,"107985928","ENST00000412112.3",13176
"6391","chr2",112355896,112355916,21,"*","chr2_r_c298[k=2][m=2]",2,"-","Distal Intergenic",2,112332142,112334261,2120,1,"376940","ENST00000502881.2",23754
